"","variable_prob","cs","tissues","GENE"
"1",1,1,"Whole_Blood","EXOC3L2"
"2",0.999999999999895,2,"Adipose_Subcutaneous","EXOC3L2"
"3",0.999983884715123,4,"Testis","EXOC3L2"
"4",0.99331197930288,3,"Heart_Left_Ventricle","EXOC3L2"
"5",1,1,"Uterus","CLASRP"
"6",0.999999998239072,2,"Thyroid","CLASRP"
"7",0.999999978068364,3,"Whole_Blood","CLASRP"
"8",0.999998049713253,4,"Skin_Not_Sun_Exposed_Suprapubic","CLASRP"
"9",1,1,"Brain_Amygdala","TRAPPC6A"
"10",1,3,"Brain_Cortex","TRAPPC6A"
"11",1,2,"Colon_Transverse","TRAPPC6A"
"12",0.999999999999805,4,"Nerve_Tibial","TRAPPC6A"
"13",1,1,"Testis","NKPD1"
"14",1,2,"Whole_Blood","NKPD1"
"15",0.999999999999999,3,"Adipose_Visceral_Omentum","NKPD1"
"16",1,2,"Liver","CEACAM19"
"17",1,1,"Testis","CEACAM19"
"18",0.999999999847653,3,"Artery_Tibial","CEACAM19"
"19",0.999976317046258,4,"Muscle_Skeletal","CEACAM19"
"20",1,1,"Brain_Amygdala","CD3EAP"
"21",0.999999999999997,2,"Brain_Putamen_basal_ganglia","CD3EAP"
"22",0.999999999999879,3,"Uterus","CD3EAP"
"23",0.999987144964144,4,"Prostate","CD3EAP"
"24",0.999999999949643,1,"Whole_Blood","MS4A3"
"25",1,2,"Skin_Not_Sun_Exposed_Suprapubic","BLOC1S3"
"26",1,1,"Ovary","BLOC1S3"
"27",0.999996868395147,3,"Brain_Nucleus_accumbens_basal_ganglia","BLOC1S3"
"28",0.999987497469254,4,"Brain_Substantia_nigra","BLOC1S3"
"29",0.501104871546523,2,"Brain_Frontal_Cortex_BA9","MS4A6A"
"30",0.378621339129379,2,"Testis","MS4A6A"
"31",0.272030477145437,2,"Whole_Blood","MS4A6A"
"32",1,1,"Testis","BCL3"
"33",1,2,"Brain_Caudate_basal_ganglia","BCL3"
"34",0.999999980813307,4,"Esophagus_Mucosa","BCL3"
"35",0.999999871574621,3,"Cells_EBV-transformed_lymphocytes","BCL3"
"36",0.965631789470103,1,"Testis","INPP5D"
"37",0.986775213781495,2,"Brain_Anterior_cingulate_cortex_BA24","GAL3ST4"
"38",0.561392939208663,1,"Breast_Mammary_Tissue","GAL3ST4"
"39",0.41611457771363,1,"Whole_Blood","GAL3ST4"
"40",0.704644024559322,1,"Whole_Blood","CASS4"
"41",0.37703849320124,1,"Cells_Transformed_fibroblasts","CASS4"
"42",0.990736980050817,2,"Small_Intestine_Terminal_Ileum","EPHA1-AS1"
"43",0.545331318006392,1,"Spleen","EPHA1-AS1"
"44",0.304823913761251,1,"Adipose_Subcutaneous","EPHA1-AS1"
"45",0.203659402467075,1,"Nerve_Tibial","EPHA1-AS1"
"46",0.147317191899549,1,"Adipose_Visceral_Omentum","EPHA1-AS1"
"47",0.999999714064644,2,"Skin_Sun_Exposed_Lower_leg","GPR4"
"48",0.999998556119616,1,"Testis","GPR4"
"49",0.999998388250473,3,"Whole_Blood","GPR4"
"50",0.186340482906803,1,"Skin_Not_Sun_Exposed_Suprapubic","HLA-DQA2"
"51",0.183046319882051,1,"Esophagus_Gastroesophageal_Junction","HLA-DQA2"
"52",0.128642686008753,1,"Heart_Atrial_Appendage","HLA-DQA2"
"53",0.0923663954821393,1,"Lung","HLA-DQA2"
"54",0.0592843371588231,1,"Brain_Hippocampus","HLA-DQA2"
"55",0.0533924758146223,1,"Heart_Left_Ventricle","HLA-DQA2"
"56",0.0417286676251891,1,"Esophagus_Muscularis","HLA-DQA2"
"57",0.0354208488228994,1,"Brain_Substantia_nigra","HLA-DQA2"
"58",0.0326814650322224,1,"Brain_Nucleus_accumbens_basal_ganglia","HLA-DQA2"
"59",0.0211928982411664,1,"Adrenal_Gland","HLA-DQA2"
"60",0.0169658739119248,1,"Minor_Salivary_Gland","HLA-DQA2"
"61",0.0161667686323052,1,"Vagina","HLA-DQA2"
"62",0.0155625828700391,1,"Thyroid","HLA-DQA2"
"63",0.0153447288381545,1,"Brain_Cerebellar_Hemisphere","HLA-DQA2"
"64",0.0150465212741253,1,"Liver","HLA-DQA2"
"65",0.0108939979487445,1,"Spleen","HLA-DQA2"
"66",0.0079609588136188,1,"Artery_Coronary","HLA-DQA2"
"67",0.00742923387306049,1,"Skin_Sun_Exposed_Lower_leg","HLA-DQA2"
"68",0.00635003050870619,1,"Adipose_Visceral_Omentum","HLA-DQA2"
"69",0.00622107958281082,1,"Brain_Amygdala","HLA-DQA2"
"70",0.999623253159877,2,"Whole_Blood","MS4A4E"
"71",0.995040126526806,1,"Brain_Anterior_cingulate_cortex_BA24","MS4A4E"
"72",0.992895386242081,3,"Ovary","MS4A4E"
"73",0.999999431615586,1,"Whole_Blood","TAS2R60"
"74",0.710632177077593,1,"Minor_Salivary_Gland","HLA-DRB1"
"75",0.546987253527314,2,"Whole_Blood","HLA-DRB1"
"76",0.334904830083019,2,"Stomach","HLA-DRB1"
"77",0.113808268529273,1,"Prostate","HLA-DRB1"
"78",0.105001804034339,1,"Brain_Caudate_basal_ganglia","HLA-DRB1"
"79",0.100030360399337,1,"Pituitary","HLA-DRB1"
"80",0.0958934949435052,1,"Brain_Cerebellum","HLA-DRB1"
"81",0.0791795487401338,1,"Brain_Cerebellar_Hemisphere","HLA-DRB1"
"82",0.0758365697175696,2,"Brain_Hippocampus","HLA-DRB1"
"83",0.0624957959023149,2,"Brain_Substantia_nigra","HLA-DRB1"
"84",0.0569931393417192,2,"Brain_Amygdala","HLA-DRB1"
"85",0.0567603823938116,2,"Esophagus_Mucosa","HLA-DRB1"
"86",0.0557532440665748,2,"Skin_Not_Sun_Exposed_Suprapubic","HLA-DRB1"
"87",0.0486788569258548,2,"Brain_Cortex","HLA-DRB1"
"88",0.0465205215683931,2,"Breast_Mammary_Tissue","HLA-DRB1"
"89",0.999999999988594,2,"Minor_Salivary_Gland","PVR"
"90",0.999999999983463,1,"Spleen","PVR"
"91",0.999729312185272,4,"Skin_Not_Sun_Exposed_Suprapubic","PVR"
"92",0.950115071089935,3,"Liver","PVR"
"93",0.996644990285498,1,"Whole_Blood","SLC24A4"
"94",0.990064258016465,3,"Stomach","SLC24A4"
"95",0.823398952042281,2,"Adrenal_Gland","SLC24A4"
"96",0.157769277449628,2,"Adipose_Visceral_Omentum","SLC24A4"
"97",0.999083455091852,1,"Whole_Blood","PTK2B"
"98",0.997940824215394,2,"Esophagus_Mucosa","PTK2B"
"99",0.988480812152512,3,"Spleen","PTK2B"
"100",0.530356889278885,1,"Brain_Cortex","KAT8"
"101",0.116270833606922,1,"Liver","KAT8"
"102",0.100947398916713,1,"Brain_Cerebellum","KAT8"
"103",0.0715268422132883,1,"Small_Intestine_Terminal_Ileum","KAT8"
"104",0.0455456705849,1,"Spleen","KAT8"
"105",0.0431809393341384,1,"Lung","KAT8"
"106",0.043072204475353,1,"Pituitary","KAT8"
"107",0.0422284204216725,1,"Cells_EBV-transformed_lymphocytes","KAT8"
"108",0.0409144746499341,1,"Minor_Salivary_Gland","KAT8"
"109",0.0402985394333738,1,"Brain_Hypothalamus","KAT8"
"110",0.0354778578732399,1,"Cells_Transformed_fibroblasts","KAT8"
"111",0.0339361061794596,1,"Artery_Coronary","KAT8"
"112",0.0333919181469019,1,"Colon_Sigmoid","KAT8"
"113",0.0330162983895779,1,"Adipose_Visceral_Omentum","KAT8"
"114",0.0326875656550923,1,"Brain_Hippocampus","KAT8"
"115",0.0322442018989896,1,"Nerve_Tibial","KAT8"
"116",0.0317751248285499,1,"Adipose_Subcutaneous","KAT8"
"117",0.0301981145051577,1,"Heart_Left_Ventricle","KAT8"
"118",0.027964773473966,1,"Breast_Mammary_Tissue","KAT8"
"119",0.0267157184036561,1,"Pancreas","KAT8"
"120",0.0262291959465645,1,"Testis","KAT8"
"121",0.0261724523422877,1,"Esophagus_Muscularis","KAT8"
"122",0.0255096984721397,1,"Artery_Tibial","KAT8"
"123",0.024886621609218,1,"Colon_Transverse","KAT8"
"124",0.0245372791142676,1,"Esophagus_Mucosa","KAT8"
"125",0.999964384367839,1,"Esophagus_Muscularis","BIN1"
"126",0.986184195264736,3,"Artery_Aorta","BIN1"
"127",0.820270193486079,2,"Brain_Cerebellum","BIN1"
"128",0.159606708946038,2,"Brain_Cerebellar_Hemisphere","BIN1"
"129",0.849693759104995,1,"Whole_Blood","RP11-333E1.1"
"130",0.227236101652561,1,"Small_Intestine_Terminal_Ileum","RP11-333E1.1"
"131",0.986837950859081,2,"Liver","CR1"
"132",0.500529669303011,1,"Brain_Putamen_basal_ganglia","CR1"
"133",0.394242857866745,1,"Esophagus_Gastroesophageal_Junction","CR1"
"134",0.141106951228578,1,"Esophagus_Mucosa","CR1"
"135",0.953696533279193,2,"Artery_Coronary","VKORC1"
"136",0.807636470464193,1,"Whole_Blood","C7orf61"
"137",0.220116761740543,1,"Pituitary","C7orf61"
"138",0.983336556809961,2,"Pancreas","ZNF646"
"139",0.640371681300991,1,"Whole_Blood","ZNF646"
"140",0.333418026718231,1,"Minor_Salivary_Gland","ZNF646"
"141",0.145930881760172,1,"Brain_Putamen_basal_ganglia","ZNF646"
"142",0.996648892632696,1,"Vagina","AC012146.7"
"143",0.88353671457179,2,"Uterus","AC012146.7"
"144",0.0917069715311194,2,"Ovary","AC012146.7"
"145",0.991528643618295,2,"Small_Intestine_Terminal_Ileum","BCKDK"
"146",0.999999921201301,2,"Whole_Blood","MS4A4A"
"147",0.999097812430407,4,"Brain_Nucleus_accumbens_basal_ganglia","MS4A4A"
"148",0.99016622931811,3,"Artery_Coronary","MS4A4A"
"149",0.999999771849486,1,"Adipose_Subcutaneous","GIF"
"150",0.999825873579493,2,"Minor_Salivary_Gland","GIF"
"151",0.676982953291968,1,"Lung","SIGLEC22P"
"152",0.334863128708359,1,"Adipose_Subcutaneous","SIGLEC22P"
"153",0.99422909540673,1,"Whole_Blood","TREML2"
"154",0.982676026872074,2,"Prostate","TREML2"
"155",0.999999999999928,1,"Brain_Hippocampus","CR2"
"156",0.998627642247275,2,"Whole_Blood","CR2"
"157",0.986968582261234,1,"Whole_Blood","CELF1"
"158",0.811682406026041,1,"Whole_Blood","AHSP"
"159",0.612074746470876,1,"Brain_Caudate_basal_ganglia","AHSP"
"160",0.999999827515281,1,"Whole_Blood","PBK"
"161",0.991918566459486,2,"Spleen","PBK"
"162",0.182166817863024,1,"Whole_Blood","CTSW"
"163",0.0825097103843742,1,"Cells_Transformed_fibroblasts","CTSW"
"164",0.0577738548875312,1,"Nerve_Tibial","CTSW"
"165",0.0435409190949211,1,"Adrenal_Gland","CTSW"
"166",0.0350746673375648,1,"Spleen","CTSW"
"167",0.0326320483646781,1,"Stomach","CTSW"
"168",0.0309369149957152,1,"Adipose_Subcutaneous","CTSW"
"169",0.0304754116748999,1,"Heart_Atrial_Appendage","CTSW"
"170",0.0302705379887616,1,"Esophagus_Mucosa","CTSW"
"171",0.0293945862178996,1,"Ovary","CTSW"
"172",0.028647801447452,1,"Brain_Spinal_cord_cervical_c-1","CTSW"
"173",0.0284306551938177,1,"Minor_Salivary_Gland","CTSW"
"174",0.025618122534097,1,"Pancreas","CTSW"
"175",0.025236138196546,1,"Esophagus_Gastroesophageal_Junction","CTSW"
"176",0.024628142987749,1,"Colon_Transverse","CTSW"
"177",0.0245619194130509,1,"Skin_Not_Sun_Exposed_Suprapubic","CTSW"
"178",0.024434816213725,1,"Adipose_Visceral_Omentum","CTSW"
"179",0.0238799535082571,1,"Lung","CTSW"
"180",0.0231228174367075,1,"Artery_Coronary","CTSW"
"181",0.0219252890768763,1,"Brain_Hypothalamus","CTSW"
"182",0.0168975622647919,1,"Prostate","CTSW"
"183",0.0165208270739022,1,"Colon_Sigmoid","CTSW"
"184",0.0161400693735588,1,"Uterus","CTSW"
"185",0.0155816472979029,1,"Thyroid","CTSW"
"186",0.0155444754383808,1,"Breast_Mammary_Tissue","CTSW"
"187",0.0142199301702625,1,"Liver","CTSW"
"188",0.0134146316209262,1,"Artery_Aorta","CTSW"
"189",0.0130568600125787,1,"Muscle_Skeletal","CTSW"
"190",0.0119638773772985,1,"Pituitary","CTSW"
"191",0.0113873648201833,1,"Skin_Sun_Exposed_Lower_leg","CTSW"
"192",0.0100662020740814,1,"Small_Intestine_Terminal_Ileum","CTSW"
"193",0.846694057464865,1,"Whole_Blood","SEZ6L2"
"194",0.119943524357872,1,"Testis","SEZ6L2"
"195",0.98929667728286,1,"Whole_Blood","OARD1"
"196",0.998214308254462,1,"Cells_Transformed_fibroblasts","ADAMTS4"
"197",0.992913175183301,2,"Whole_Blood","ADAMTS4"
"198",0.998261696295943,2,"Colon_Transverse","PRSS53"
"199",0.999623954683813,1,"Whole_Blood","RP11-960L18.1"
"200",0.995657229519249,1,"Whole_Blood","CNN2"
"201",0.943724748338642,1,"Nerve_Tibial","HLA-DRB9"
"202",0.0516533196433515,1,"Artery_Coronary","HLA-DRB9"
"203",0.199871527838246,1,"Esophagus_Muscularis","HLA-DRB6"
"204",0.197215669232851,1,"Brain_Substantia_nigra","HLA-DRB6"
"205",0.0744167213653057,1,"Testis","HLA-DRB6"
"206",0.0513024936190578,1,"Spleen","HLA-DRB6"
"207",0.0468162107448983,1,"Brain_Frontal_Cortex_BA9","HLA-DRB6"
"208",0.0359333053786395,1,"Brain_Hypothalamus","HLA-DRB6"
"209",0.0328676725425083,1,"Ovary","HLA-DRB6"
"210",0.0319199562109942,1,"Brain_Hippocampus","HLA-DRB6"
"211",0.0287493135595159,1,"Brain_Anterior_cingulate_cortex_BA24","HLA-DRB6"
"212",0.0230224034915482,1,"Adipose_Visceral_Omentum","HLA-DRB6"
"213",0.0216849909176136,1,"Brain_Caudate_basal_ganglia","HLA-DRB6"
"214",0.0182779597640289,1,"Skin_Not_Sun_Exposed_Suprapubic","HLA-DRB6"
"215",0.0175447019482058,1,"Brain_Cerebellar_Hemisphere","HLA-DRB6"
"216",0.0170011935898426,1,"Brain_Cerebellum","HLA-DRB6"
"217",0.0161861585168119,1,"Colon_Sigmoid","HLA-DRB6"
"218",0.0150789040511676,1,"Esophagus_Gastroesophageal_Junction","HLA-DRB6"
"219",0.0141523970866679,1,"Esophagus_Mucosa","HLA-DRB6"
"220",0.0136752945327447,1,"Brain_Amygdala","HLA-DRB6"
"221",0.0118716553686825,1,"Brain_Spinal_cord_cervical_c-1","HLA-DRB6"
"222",0.0118347718749879,1,"Brain_Putamen_basal_ganglia","HLA-DRB6"
"223",0.0118007212625678,1,"Muscle_Skeletal","HLA-DRB6"
"224",0.00933023568313474,1,"Lung","HLA-DRB6"
"225",0.0091192988392389,1,"Thyroid","HLA-DRB6"
"226",0.0088211143117054,1,"Uterus","HLA-DRB6"
"227",0.00802404849108107,1,"Colon_Transverse","HLA-DRB6"
"228",0.00795205741114258,1,"Minor_Salivary_Gland","HLA-DRB6"
"229",0.00673637651148351,1,"Artery_Coronary","HLA-DRB6"
"230",0.00622747259612844,1,"Heart_Atrial_Appendage","HLA-DRB6"
"231",0.00606866703241238,1,"Breast_Mammary_Tissue","HLA-DRB6"
"232",0.999968891156121,1,"Adrenal_Gland","TAP2"
"233",0.989298000203811,2,"Vagina","C17orf107"
"234",0.976628759118093,1,"Brain_Cerebellar_Hemisphere","HSD3B7"
"235",0.956195280795996,2,"Skin_Not_Sun_Exposed_Suprapubic","HLA-DQB2"
"236",0.543986498615752,1,"Minor_Salivary_Gland","HLA-DQB2"
"237",0.394675510903951,1,"Brain_Cortex","HLA-DQB2"
"238",0.0355132781529235,1,"Brain_Amygdala","HLA-DQB2"
"239",0.566459003555701,1,"Brain_Frontal_Cortex_BA9","RP11-196G11.2"
"240",0.36124056092228,1,"Brain_Nucleus_accumbens_basal_ganglia","RP11-196G11.2"
"241",0.0558857012184518,1,"Uterus","RP11-196G11.2"
"242",0.991479006178944,1,"Whole_Blood","ZNF404"
"243",1,1,"Pituitary","PPP1R37"
"244",1,2,"Colon_Transverse","PPP1R37"
"245",0.999999999999997,3,"Ovary","PPP1R37"
"246",0.957399531640803,4,"Brain_Frontal_Cortex_BA9","PPP1R37"
"247",0.999999999902016,1,"Small_Intestine_Terminal_Ileum","IWS1"
"248",0.961145043720488,2,"Whole_Blood","IWS1"
"249",0.974157688523644,2,"Whole_Blood","RAPGEF2"
"250",0.95877593199182,1,"Thyroid","RAPGEF2"
"251",0.63293012388316,1,"Brain_Nucleus_accumbens_basal_ganglia","HLA-DQB1"
"252",0.0570998369048773,1,"Testis","HLA-DQB1"
"253",0.0360377006126805,1,"Muscle_Skeletal","HLA-DQB1"
"254",0.0321838396981189,1,"Brain_Caudate_basal_ganglia","HLA-DQB1"
"255",0.027762124243651,1,"Brain_Putamen_basal_ganglia","HLA-DQB1"
"256",0.0247114325172353,1,"Breast_Mammary_Tissue","HLA-DQB1"
"257",0.021201134111011,1,"Vagina","HLA-DQB1"
"258",0.0187915754314079,1,"Esophagus_Gastroesophageal_Junction","HLA-DQB1"
"259",0.0129646602478511,1,"Adipose_Visceral_Omentum","HLA-DQB1"
"260",0.0114818051299032,1,"Esophagus_Muscularis","HLA-DQB1"
"261",0.00916600030751724,1,"Small_Intestine_Terminal_Ileum","HLA-DQB1"
"262",0.00878821971672006,1,"Prostate","HLA-DQB1"
"263",0.00857468717081489,1,"Brain_Amygdala","HLA-DQB1"
"264",0.00764389568503299,1,"Uterus","HLA-DQB1"
"265",0.0075202007953763,1,"Adipose_Subcutaneous","HLA-DQB1"
"266",0.00648170480630661,1,"Colon_Sigmoid","HLA-DQB1"
"267",0.00629892609379179,1,"Brain_Cerebellum","HLA-DQB1"
"268",0.00580371787790823,1,"Ovary","HLA-DQB1"
"269",0.00580308626076198,1,"Heart_Atrial_Appendage","HLA-DQB1"
"270",0.00545100828993272,1,"Skin_Not_Sun_Exposed_Suprapubic","HLA-DQB1"
"271",0.0050634633400547,1,"Brain_Hippocampus","HLA-DQB1"
"272",0.984795568764553,2,"Whole_Blood","ABCA7"
"273",0.94128339749471,1,"Whole_Blood","KCNN4"
"274",0.0835550327901824,1,"Brain_Substantia_nigra","KCNN4"
"275",0.983420388775526,2,"Vagina","HLA-DQA1"
"276",0.781128854579585,1,"Cells_EBV-transformed_lymphocytes","HLA-DQA1"
"277",0.0590782099395445,1,"Skin_Not_Sun_Exposed_Suprapubic","HLA-DQA1"
"278",0.0375075740996637,1,"Spleen","HLA-DQA1"
"279",0.0345727197704774,1,"Skin_Sun_Exposed_Lower_leg","HLA-DQA1"
"280",0.0285948668222455,1,"Brain_Cortex","HLA-DQA1"
"281",0.0272052081561821,1,"Adipose_Subcutaneous","HLA-DQA1"
"282",0.996886982899201,1,"Whole_Blood","IGHD3-3"
"283",0.995090060437316,1,"Brain_Cerebellum","GPC2"
"284",0.767057365869672,1,"Brain_Anterior_cingulate_cortex_BA24","TBC1D10B"
"285",0.211928453930746,1,"Esophagus_Gastroesophageal_Junction","TBC1D10B"
"286",0.999999999784625,1,"Small_Intestine_Terminal_Ileum","EPHB4"
"287",0.213834773311432,1,"Nerve_Tibial","DOK3"
"288",0.0870877152426561,1,"Colon_Transverse","DOK3"
"289",0.0825173056693214,1,"Adipose_Visceral_Omentum","DOK3"
"290",0.0635271625986208,1,"Adipose_Subcutaneous","DOK3"
"291",0.058558345608819,1,"Artery_Coronary","DOK3"
"292",0.0585454173373912,1,"Prostate","DOK3"
"293",0.0585432954495901,1,"Stomach","DOK3"
"294",0.0585235311887126,1,"Artery_Aorta","DOK3"
"295",0.058515019579596,1,"Artery_Tibial","DOK3"
"296",0.058483499176271,1,"Uterus","DOK3"
"297",0.0419027623485875,1,"Heart_Atrial_Appendage","DOK3"
"298",0.0411433106563883,1,"Pancreas","DOK3"
"299",0.0301256917565089,1,"Skin_Not_Sun_Exposed_Suprapubic","DOK3"
"300",0.0227395970409535,1,"Breast_Mammary_Tissue","DOK3"
"301",0.016683441645734,1,"Muscle_Skeletal","DOK3"
"302",0.992788488251097,1,"Whole_Blood","CASP2"
"303",0.480283539941901,1,"Small_Intestine_Terminal_Ileum","AC006132.1"
"304",0.0589141593284229,1,"Breast_Mammary_Tissue","AC006132.1"
"305",0.039838399654368,1,"Cells_EBV-transformed_lymphocytes","AC006132.1"
"306",0.0392491951344527,1,"Cells_Transformed_fibroblasts","AC006132.1"
"307",0.0349849743843712,1,"Adrenal_Gland","AC006132.1"
"308",0.0340817719768133,1,"Colon_Transverse","AC006132.1"
"309",0.0329396724857968,1,"Whole_Blood","AC006132.1"
"310",0.0318133206630538,1,"Artery_Tibial","AC006132.1"
"311",0.0251260419604142,1,"Heart_Atrial_Appendage","AC006132.1"
"312",0.0239370103575394,1,"Artery_Aorta","AC006132.1"
"313",0.0206946604127994,1,"Nerve_Tibial","AC006132.1"
"314",0.0201453925709176,1,"Adipose_Visceral_Omentum","AC006132.1"
"315",0.019592209217262,1,"Liver","AC006132.1"
"316",0.0195898069040138,1,"Skin_Not_Sun_Exposed_Suprapubic","AC006132.1"
"317",0.0195828616841217,1,"Skin_Sun_Exposed_Lower_leg","AC006132.1"
"318",0.0195811051166599,1,"Pancreas","AC006132.1"
"319",0.0187169272414816,1,"Stomach","AC006132.1"
"320",0.0183698519512172,1,"Adipose_Subcutaneous","AC006132.1"
"321",0.999992374786426,1,"Liver","ALDH1A2"
"322",0.9968232352944,2,"Breast_Mammary_Tissue","ALDH1A2"
"323",0.894963099299992,1,"Heart_Atrial_Appendage","RNF40"
"324",0.096139454608811,1,"Brain_Hypothalamus","RNF40"
"325",0.0832227785920929,1,"Ovary","RNF40"
"326",0.0783820043021561,1,"Esophagus_Gastroesophageal_Junction","RNF40"
"327",0.991551496515173,2,"Vagina","ZNF768"
"328",0.926179841534584,1,"Prostate","ZNF768"
"329",0.114148466243276,1,"Heart_Atrial_Appendage","ZNF768"
"330",0.999458549894091,1,"Thyroid","RP11-196G11.4"
"331",0.993657996900565,1,"Esophagus_Mucosa","NIT1"
"332",0.998586446630538,1,"Liver","CAMTA2"
"333",0.728164127140382,2,"Cells_EBV-transformed_lymphocytes","CAMTA2"
"334",0.186813150582925,2,"Spleen","CAMTA2"
"335",0.105658828592388,2,"Whole_Blood","CAMTA2"
"336",0.994720428342006,1,"Adrenal_Gland","AC093673.5"
"337",0.981917800203407,2,"Skin_Sun_Exposed_Lower_leg","AC093673.5"
"338",1,1,"Adrenal_Gland","ERCC2"
"339",0.99999998851643,2,"Vagina","ERCC2"
"340",0.999987598083848,3,"Brain_Anterior_cingulate_cortex_BA24","ERCC2"
"341",0.999583849950561,4,"Brain_Cerebellum","ERCC2"
"342",0.999807301772389,3,"Artery_Aorta","GATS"
"343",0.961453444606462,1,"Uterus","GATS"
"344",0.99353718477152,1,"Spleen","CYSTM1"
"345",0.999374924574075,1,"Brain_Hippocampus","BRD2"
"346",0.991506884105356,2,"Heart_Atrial_Appendage","TAF6"
"347",0.943885920448282,1,"Liver","TAF6"
"348",0.0504589483367558,1,"Brain_Substantia_nigra","TAF6"
"349",0.994225267871488,1,"Brain_Putamen_basal_ganglia","CNPY4"
"350",0.989813469046675,1,"Brain_Substantia_nigra","KIF1C"
"351",0.994259978948011,1,"Brain_Cerebellar_Hemisphere","AGFG2"
"352",0.994090951134832,2,"Brain_Cerebellum","AGFG2"
"353",0.995093237801191,1,"Brain_Cerebellar_Hemisphere","ZNF747"
"354",0.964733288065792,1,"Spleen","PRMT5-AS1"
"355",0.999969319128093,2,"Spleen","HLA-DQB1-AS1"
"356",0.906501515018359,3,"Heart_Atrial_Appendage","HLA-DQB1-AS1"
"357",0.861743556759333,1,"Brain_Putamen_basal_ganglia","HLA-DQB1-AS1"
"358",0.101266060191715,1,"Brain_Frontal_Cortex_BA9","HLA-DQB1-AS1"
"359",0.0666641391557985,3,"Prostate","HLA-DQB1-AS1"
"360",0.984862640424687,1,"Whole_Blood","HIST1H3B"
"361",1,2,"Colon_Transverse","ZSCAN21"
"362",1,3,"Artery_Aorta","ZSCAN21"
"363",0.995897108163917,1,"Spleen","ZSCAN21"
"364",0.603251104355449,4,"Lung","ZSCAN21"
"365",0.396743589077158,4,"Breast_Mammary_Tissue","ZSCAN21"
"366",1,1,"Whole_Blood","AC007950.1"
"367",0.9987216974088,1,"Lung","MINK1"
"368",0.994874776353039,2,"Nerve_Tibial","MINK1"
"369",0.956559941427225,1,"Brain_Caudate_basal_ganglia","DERL2"
"370",0.999999997441408,1,"Brain_Cerebellar_Hemisphere","ACHE"
"371",0.999228940923052,2,"Ovary","ACHE"
"372",0.99405051114564,1,"Spleen","SLC12A9"
"373",0.969260729463281,1,"Esophagus_Gastroesophageal_Junction","ITGAX"
"374",0.462662950579219,1,"Cells_EBV-transformed_lymphocytes","RP11-388M20.6"
"375",0.226537734158132,1,"Thyroid","RP11-388M20.6"
"376",0.131665859716336,1,"Heart_Left_Ventricle","RP11-388M20.6"
"377",0.0455268060540901,1,"Brain_Amygdala","RP11-388M20.6"
"378",0.031746389620148,1,"Adrenal_Gland","RP11-388M20.6"
"379",0.0225374876418895,1,"Ovary","RP11-388M20.6"
"380",0.0160842949781267,1,"Adipose_Visceral_Omentum","RP11-388M20.6"
"381",0.0145047989901813,1,"Esophagus_Gastroesophageal_Junction","RP11-388M20.6"
"382",0.979397661434156,1,"Muscle_Skeletal","ZNF689"
"383",1,1,"Whole_Blood","RPL9P33"
"384",1,2,"Artery_Aorta","ZNF180"
"385",1,1,"Brain_Hypothalamus","ZNF180"
"386",1,3,"Esophagus_Gastroesophageal_Junction","ZNF180"
"387",0.999993898648687,4,"Esophagus_Mucosa","ZNF180"
"388",0.993672578383143,1,"Adipose_Visceral_Omentum","LILRA5"
"389",0.942321205603228,1,"Pancreas","RAC1"
"390",0.097617960093063,1,"Cells_Transformed_fibroblasts","RAC1"
"391",0.999947642957192,2,"Brain_Putamen_basal_ganglia","C5orf55"
"392",0.8089247575928,1,"Artery_Tibial","NUP160"
"393",0.186352868523243,1,"Skin_Not_Sun_Exposed_Suprapubic","NUP160"
"394",0.993238246445761,1,"Skin_Not_Sun_Exposed_Suprapubic","ARRDC5"
"395",1,1,"Whole_Blood","TRAV35"
"396",0.710797082222058,1,"Brain_Nucleus_accumbens_basal_ganglia","SIGLEC11"
"397",0.132364092013039,1,"Spleen","SIGLEC11"
"398",0.101047286000823,1,"Brain_Substantia_nigra","SIGLEC11"
"399",0.00986023106704925,1,"Brain_Hippocampus","SIGLEC11"
"400",0.0626298813046176,1,"Ovary","C17orf97"
"401",0.0478631352623066,1,"Brain_Putamen_basal_ganglia","C17orf97"
"402",0.043734793559321,1,"Small_Intestine_Terminal_Ileum","C17orf97"
"403",0.0394672781589348,1,"Whole_Blood","C17orf97"
"404",0.0383010664837442,1,"Colon_Sigmoid","C17orf97"
"405",0.0339305383228187,1,"Breast_Mammary_Tissue","C17orf97"
"406",0.0305624335965835,1,"Brain_Cerebellar_Hemisphere","C17orf97"
"407",0.0288961989633926,1,"Thyroid","C17orf97"
"408",0.0287853385932889,1,"Uterus","C17orf97"
"409",0.0274170914627883,1,"Brain_Nucleus_accumbens_basal_ganglia","C17orf97"
"410",0.0274101353598211,1,"Liver","C17orf97"
"411",0.0268542575190862,1,"Nerve_Tibial","C17orf97"
"412",0.0259780725935159,1,"Brain_Caudate_basal_ganglia","C17orf97"
"413",0.0234728891952665,1,"Esophagus_Mucosa","C17orf97"
"414",0.0222256027750305,1,"Skin_Sun_Exposed_Lower_leg","C17orf97"
"415",0.0218033673735903,1,"Brain_Cortex","C17orf97"
"416",0.0216383507055465,1,"Brain_Amygdala","C17orf97"
"417",0.0210235170154467,1,"Spleen","C17orf97"
"418",0.0205482446707066,1,"Testis","C17orf97"
"419",0.0199900551095439,1,"Esophagus_Gastroesophageal_Junction","C17orf97"
